tourney_id,tourney_name,tourney_location,surface,draw_size,tourney_level,tourney_date,latitude,longitude
2001-568,St. Petersburg,St. Petersburg,Hard,32,A,20011022,27.77038,-82.669509
2007-568,St. Petersburg,St. Petersburg,Carpet,32,A,20071022,27.77038,-82.669509
2012-568,St. Petersburg,St. Petersburg,Hard,32,A,20120917,27.77038,-82.669509
2005-568,St. Petersburg,St. Petersburg,Carpet,32,A,20051024,27.77038,-82.669509
2002-568,St. Petersburg,St. Petersburg,Hard,32,A,20021021,27.77038,-82.669509
2017-0568,St. Petersburg,St. Petersburg,Hard,32,A,20170918,27.77038,-82.669509
2015-568,St. Petersburg,St. Petersburg,Hard,28,A,20150921,27.77038,-82.669509
2009-568,St. Petersburg,St. Petersburg,Hard,32,A,20091025,27.77038,-82.669509
2019-0568,St. Petersburg,St. Petersburg,Hard,32,A,20190916,27.77038,-82.669509
2018-0568,St. Petersburg,St. Petersburg,Hard,32,A,20180917,27.77038,-82.669509
2021-0568,St. Petersburg,St. Petersburg,Hard,32,A,20211025,27.77038,-82.669509
1995-568,St. Petersburg,St. Petersburg,Carpet,32,A,19950313,27.77038,-82.669509
1971-6818,St. Petersburg,St. Petersburg,Clay,64,A,19710405,27.77038,-82.669509
2003-568,St. Petersburg,St. Petersburg,Hard,32,A,20031020,27.77038,-82.669509
2004-568,St. Petersburg,St. Petersburg,Carpet,32,A,20041025,27.77038,-82.669509
1996-568,St. Petersburg,St. Petersburg,Carpet,32,A,19960318,27.77038,-82.669509
1968-6818,St. Petersburg,St. Petersburg,Clay,32,A,19680408,27.77038,-82.669509
1969-6818,St. Petersburg,St. Petersburg,Clay,64,A,19690317,27.77038,-82.669509
2011-568,St. Petersburg,St. Petersburg,Hard,32,A,20111024,27.77038,-82.669509
2000-568,St. Petersburg,St. Petersburg,Hard,32,A,20001106,27.77038,-82.669509
1975-1603,St. Petersburg WCT,St. Petersburg,Hard,32,A,19750203,27.77038,-82.669509
1974-1603,St. Petersburg WCT,St. Petersburg,Hard,32,A,19740204,27.77038,-82.669509
1999-306,St. Poelten,St. Poelten,Clay,32,A,19990517,48.204399,15.622912
2000-306,St. Poelten,St. Poelten,Clay,32,A,20000522,48.204399,15.622912
1998-306,St. Poelten,St. Poelten,Clay,32,A,19980518,48.204399,15.622912
1996-306,St. Poelten,St. Poelten,Clay,32,A,19960520,48.204399,15.622912
1994-306,St. Poelten,St. Poelten,Clay,32,A,19940613,48.204399,15.622912
2005-306,St. Poelten,St. Poelten,Clay,32,A,20050516,48.204399,15.622912
1997-306,St. Poelten,St. Poelten,Clay,32,A,19970519,48.204399,15.622912
2004-306,St. Poelten,St. Poelten,Clay,32,A,20040517,48.204399,15.622912
2001-306,St. Poelten,St. Poelten,Clay,32,A,20010521,48.204399,15.622912
2002-306,St. Poelten,St. Poelten,Clay,32,A,20020520,48.204399,15.622912
2003-306,St. Poelten,St. Poelten,Clay,32,A,20030519,48.204399,15.622912
1995-306,St. Poelten,St. Poelten,Clay,32,A,19950619,48.204399,15.622912
1989-366,St. Vincent,St. Vincent,Clay,32,A,19890814,48.881367,2.359293
1987-366,St. Vincent,St. Vincent,Clay,32,A,19870810,48.881367,2.359293
1986-366,St. Vincent,St. Vincent,Clay,32,A,19860811,48.881367,2.359293
1988-366,St. Vincent,St. Vincent,Clay,32,A,19880808,48.881367,2.359293
1981-429,Stockholm,Stockholm,Hard,64,A,19811102,59.325117,18.071093
1980-429,Stockholm,Stockholm,Carpet,32,A,19801104,59.325117,18.071093
1988-429,Stockholm,Stockholm,Hard,56,A,19881031,59.325117,18.071093
1972-429,Stockholm,Stockholm,Hard,64,A,19721104,59.325117,18.071093
2004-429,Stockholm,Stockholm,Hard,32,A,20041025,59.325117,18.071093
2008-429,Stockholm,Stockholm,Hard,32,A,20081006,59.325117,18.071093
2016-0429,Stockholm,Stockholm,Hard,32,A,20161017,59.325117,18.071093
2003-429,Stockholm,Stockholm,Hard,32,A,20031020,59.325117,18.071093
2000-429,Stockholm,Stockholm,Hard,32,A,20001120,59.325117,18.071093
2012-429,Stockholm,Stockholm,Hard,28,A,20121015,59.325117,18.071093
1976-429,Stockholm,Stockholm,Hard,64,A,19761107,59.325117,18.071093
2013-429,Stockholm,Stockholm,Hard,28,A,20131014,59.325117,18.071093
1995-429,Stockholm,Stockholm,Hard,32,A,19951106,59.325117,18.071093
1978-429,Stockholm,Stockholm,Hard,64,A,19781106,59.325117,18.071093
1973-429,Stockholm,Stockholm,Hard,64,A,19731104,59.325117,18.071093
1982-429,Stockholm,Stockholm,Hard,64,A,19821101,59.325117,18.071093
2005-429,Stockholm,Stockholm,Hard,32,A,20051010,59.325117,18.071093
1986-429,Stockholm,Stockholm,Hard,56,A,19861103,59.325117,18.071093
1987-429,Stockholm,Stockholm,Hard,56,A,19871102,59.325117,18.071093
2018-0429,Stockholm,Stockholm,Hard,32,A,20181015,59.325117,18.071093
2002-429,Stockholm,Stockholm,Hard,32,A,20021021,59.325117,18.071093
2007-429,Stockholm,Stockholm,Hard,32,A,20071007,59.325117,18.071093
2006-429,Stockholm,Stockholm,Hard,32,A,20061009,59.325117,18.071093
1974-429,Stockholm,Stockholm,Hard,64,A,19741104,59.325117,18.071093
1977-429,Stockholm,Stockholm,Hard,64,A,19771106,59.325117,18.071093
2022-0429,Stockholm,Stockholm,Hard,32,A,20221017,59.325117,18.071093
1985-429,Stockholm,Stockholm,Hard,32,A,19851104,59.325117,18.071093
2011-429,Stockholm,Stockholm,Hard,28,A,20111017,59.325117,18.071093
2019-0429,Stockholm,Stockholm,Hard,32,A,20191014,59.325117,18.071093
1999-429,Stockholm,Stockholm,Hard,32,A,19991108,59.325117,18.071093
1998-429,Stockholm,Stockholm,Hard,32,A,19981109,59.325117,18.071093
1975-429,Stockholm,Stockholm,Hard,64,A,19751106,59.325117,18.071093
2009-429,Stockholm,Stockholm,Hard,32,A,20091019,59.325117,18.071093
2015-429,Stockholm,Stockholm,Hard,28,A,20151019,59.325117,18.071093
1989-429,Stockholm,Stockholm,Carpet,48,A,19891106,59.325117,18.071093
1996-429,Stockholm,Stockholm,Hard,32,A,19961104,59.325117,18.071093
1983-429,Stockholm,Stockholm,Hard,64,A,19831031,59.325117,18.071093
2017-0429,Stockholm,Stockholm,Hard,32,A,20171016,59.325117,18.071093
2021-0429,Stockholm,Stockholm,Hard,32,A,20211108,59.325117,18.071093
1984-429,Stockholm,Stockholm,Hard,48,A,19841029,59.325117,18.071093
2010-429,Stockholm,Stockholm,Hard,28,A,20101018,59.325117,18.071093
1979-429,Stockholm,Stockholm,Hard,64,A,19791105,59.325117,18.071093
2014-429,Stockholm,Stockholm,Hard,28,A,20141013,59.325117,18.071093
2001-429,Stockholm,Stockholm,Hard,32,A,20011022,59.325117,18.071093
1997-429,Stockholm,Stockholm,Hard,32,A,19971103,59.325117,18.071093
1976-666,Stockholm - WCT,Stockholm,Carpet,16,A,19760420,59.325117,18.071093
1975-666,Stockholm - WCT,Stockholm,Carpet,32,A,19750421,59.325117,18.071093
1992-429,Stockholm Masters,Stockholm,Carpet,48,M,19921026,59.325117,18.071093
1991-429,Stockholm Masters,Stockholm,Carpet,48,M,19911021,59.325117,18.071093
1993-429,Stockholm Masters,Stockholm,Carpet,48,M,19931025,59.325117,18.071093
1990-429,Stockholm Masters,Stockholm,Carpet,48,M,19901022,59.325117,18.071093
1994-429,Stockholm Masters,Stockholm,Carpet,48,M,19941024,59.325117,18.071093
1969-429,Stockholm Open,Stockholm,Hard,32,A,19691124,59.325117,18.071093
1970-429,Stockholm Open,Stockholm,Hard,32,A,19701101,59.325117,18.071093
1971-429,Stockholm Open,Stockholm,Hard,64,A,19711101,59.325117,18.071093
1980-349,Stowe,Stowe,Hard,32,A,19800811,44.465424,-72.68547
1981-349,Stowe,Stowe,Hard,32,A,19810810,44.465424,-72.68547
1983-349,Stowe,Stowe,Hard,32,A,19830815,44.465424,-72.68547
1982-349,Stowe,Stowe,Hard,32,A,19820816,44.465424,-72.68547
1978-349,Stowe,Stowe,Hard,32,A,19780814,44.465424,-72.68547
1979-349,Stowe,Stowe,Hard,32,A,19790813,44.465424,-72.68547
1982-809,Strasbourg WCT,Strasbourg,Carpet,32,A,19820315,48.5834833,7.7468476
1989-420,Stratton Mountain,Stratton Mountain,Hard,64,A,19890731,43.1139225,-72.905861
1987-420,Stratton Mountain,Stratton Mountain,Hard,64,A,19870803,43.1139225,-72.905861
1985-420,Stratton Mountain,Stratton Mountain,Hard,64,A,19850805,43.1139225,-72.905861
1986-420,Stratton Mountain,Stratton Mountain,Hard,64,A,19860804,43.1139225,-72.905861
1988-420,Stratton Mountain,Stratton Mountain,Hard,64,A,19880725,43.1139225,-72.905861
2004-321,Stuttgart,Stuttgart,Clay,48,A,20040712,48.778449,9.180013
2022-0321,Stuttgart,Stuttgart,Grass,32,A,20220606,48.778449,9.180013
2019-0321,Stuttgart,Stuttgart,Grass,32,A,20190610,48.778449,9.180013
2015-321,Stuttgart,Stuttgart,Grass,28,A,20150608,48.778449,9.180013
2007-321,Stuttgart,Stuttgart,Clay,32,A,20070716,48.778449,9.180013
2009-321,Stuttgart,Stuttgart,Clay,32,A,20090713,48.778449,9.180013
2003-321,Stuttgart,Stuttgart,Clay,48,A,20030714,48.778449,9.180013
2013-321,Stuttgart,Stuttgart,Clay,28,A,20130708,48.778449,9.180013
2021-0321,Stuttgart,Stuttgart,Grass,32,A,20210607,48.778449,9.180013
2014-321,Stuttgart,Stuttgart,Clay,28,A,20140707,48.778449,9.180013
2002-321,Stuttgart,Stuttgart,Clay,32,A,20020715,48.778449,9.180013
2006-321,Stuttgart,Stuttgart,Clay,48,A,20060717,48.778449,9.180013
2010-321,Stuttgart,Stuttgart,Clay,28,A,20100712,48.778449,9.180013
2011-321,Stuttgart,Stuttgart,Clay,32,A,20110711,48.778449,9.180013
2001-321,Stuttgart,Stuttgart,Clay,48,A,20010716,48.778449,9.180013
2017-0321,Stuttgart,Stuttgart,Grass,32,A,20170612,48.778449,9.180013
2018-0321,Stuttgart,Stuttgart,Grass,32,A,20180611,48.778449,9.180013
2005-321,Stuttgart,Stuttgart,Clay,48,A,20050718,48.778449,9.180013
2016-0321,Stuttgart,Stuttgart,Grass,32,A,20160606,48.778449,9.180013
2012-321,Stuttgart,Stuttgart,Clay,28,A,20120709,48.778449,9.180013
2008-321,Stuttgart,Stuttgart,Clay,28,A,20080707,48.778449,9.180013
1979-357,Stuttgart Indoor,Stuttgart,Hard,32,A,19790326,48.778449,9.180013
1990-357,Stuttgart Indoor,Stuttgart,Carpet,32,A,19900219,48.778449,9.180013
1981-357,Stuttgart Indoor,Stuttgart,Hard,32,A,19810323,48.778449,9.180013
1994-357,Stuttgart Indoor,Stuttgart,Carpet,32,A,19940214,48.778449,9.180013
1992-357,Stuttgart Indoor,Stuttgart,Carpet,32,A,19920217,48.778449,9.180013
1993-357,Stuttgart Indoor,Stuttgart,Carpet,32,A,19930215,48.778449,9.180013
1995-357,Stuttgart Indoor,Stuttgart,Carpet,32,A,19950220,48.778449,9.180013
1980-357,Stuttgart Indoor,Stuttgart,Hard,32,A,19800310,48.778449,9.180013
1991-357,Stuttgart Indoor,Stuttgart,Carpet,32,A,19910218,48.778449,9.180013
2000-357,Stuttgart Masters,Stuttgart,Hard,48,M,20001030,48.778449,9.180013
1999-357,Stuttgart Masters,Stuttgart,Hard,48,M,19991025,48.778449,9.180013
1996-357,Stuttgart Masters,Stuttgart,Carpet,48,M,19961021,48.778449,9.180013
2001-357,Stuttgart Masters,Stuttgart,Hard,48,M,20011015,48.778449,9.180013
1998-357,Stuttgart Masters,Stuttgart,Hard,48,M,19981026,48.778449,9.180013
1997-357,Stuttgart Masters,Stuttgart,Carpet,48,M,19971020,48.778449,9.180013
1988-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19880711,48.778449,9.180013
1998-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19980720,48.778449,9.180013
1996-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19960715,48.778449,9.180013
1983-321,Stuttgart Outdoor,Stuttgart,Clay,32,A,19830711,48.778449,9.180013
1999-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19990719,48.778449,9.180013
1993-321,Stuttgart Outdoor,Stuttgart,Clay,56,A,19930719,48.778449,9.180013
1979-321,Stuttgart Outdoor,Stuttgart,Clay,32,A,19790716,48.778449,9.180013
1986-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19860908,48.778449,9.180013
1997-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19970714,48.778449,9.180013
1985-321,Stuttgart Outdoor,Stuttgart,Clay,32,A,19850909,48.778449,9.180013
1994-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19940718,48.778449,9.180013
1984-321,Stuttgart Outdoor,Stuttgart,Clay,32,A,19840716,48.778449,9.180013
1991-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19910715,48.778449,9.180013
1980-321,Stuttgart Outdoor,Stuttgart,Clay,32,A,19800714,48.778449,9.180013
1989-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19890724,48.778449,9.180013
1981-321,Stuttgart Outdoor,Stuttgart,Clay,32,A,19810713,48.778449,9.180013
1982-321,Stuttgart Outdoor,Stuttgart,Clay,32,A,19820712,48.778449,9.180013
2000-321,Stuttgart Outdoor,Stuttgart,Clay,32,A,20000717,48.778449,9.180013
1995-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19950717,48.778449,9.180013
1990-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19900716,48.778449,9.180013
1987-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19870713,48.778449,9.180013
1992-321,Stuttgart Outdoor,Stuttgart,Clay,48,A,19920713,48.778449,9.180013
1978-321,Stuttgart Outdoor,Stuttgart,Clay,32,A,19780717,48.778449,9.180013
1994-426,Sun City,Sun City,Hard,32,A,19940328,33.701022,-117.202787
1974-720,Surbiton,Surbiton,Grass,32,A,19740601,51.393756,-0.303311
1979-720,Surbiton,Surbiton,Grass,32,A,19790618,51.393756,-0.303311
1980-720,Surbiton,Surbiton,Grass,32,A,19800616,51.393756,-0.303311
1969-338,Sydney,Sydney,Grass,32,A,19690113,-33.854816,151.216454
1973-338,Sydney,Sydney,Grass,48,A,19730101,-33.854816,151.216454
2016-M001,Sydney,Sydney,Hard,32,A,20160111,-33.854816,151.216454
2017-M001,Sydney,Sydney,Hard,32,A,20170109,-33.854816,151.216454
2000-338,Sydney,Sydney,Hard,32,A,20000110,-33.854816,151.216454
2022-9663,Sydney,Sydney,Hard,32,A,20220110,-33.854816,151.216454
2010-338,Sydney,Sydney,Hard,28,A,20100111,-33.854816,151.216454
2012-338,Sydney,Sydney,Hard,28,A,20120109,-33.854816,151.216454
2008-338,Sydney,Sydney,Hard,32,A,20080107,-33.854816,151.216454
2009-338,Sydney,Sydney,Hard,28,A,20090112,-33.854816,151.216454
2007-338,Sydney,Sydney,Hard,32,A,20070108,-33.854816,151.216454
2014-338,Sydney,Sydney,Hard,28,A,20140106,-33.854816,151.216454
2019-M001,Sydney,Sydney,Hard,32,A,20190107,-33.854816,151.216454
1970-3941,Sydney,Sydney,Grass,32,A,19700316,-33.854816,151.216454
2011-338,Sydney,Sydney,Hard,28,A,20110110,-33.854816,151.216454
1974-338,Sydney,Sydney,Grass,48,A,19731231,-33.854816,151.216454
2004-338,Sydney,Sydney,Hard,32,A,20040112,-33.854816,151.216454
2001-338,Sydney,Sydney,Hard,32,A,20010108,-33.854816,151.216454
1999-338,Sydney,Sydney,Hard,32,A,19990111,-33.854816,151.216454
2003-338,Sydney,Sydney,Hard,32,A,20030106,-33.854816,151.216454
2018-M001,Sydney,Sydney,Hard,32,A,20180108,-33.854816,151.216454
2002-338,Sydney,Sydney,Hard,32,A,20020107,-33.854816,151.216454
2006-338,Sydney,Sydney,Hard,32,A,20060109,-33.854816,151.216454
1972-338,Sydney,Sydney,Grass,32,A,19720103,-33.854816,151.216454
2005-338,Sydney,Sydney,Hard,32,A,20050110,-33.854816,151.216454
2013-338,Sydney,Sydney,Hard,28,A,20130107,-33.854816,151.216454
2015-338,Sydney,Sydney,Hard,28,A,20150111,-33.854816,151.216454
1979-427,Sydney Indoor,Sydney,Hard,32,A,19791015,-33.854816,151.216454
1980-427,Sydney Indoor,Sydney,Hard,32,A,19801013,-33.854816,151.216454
1993-427,Sydney Indoor,Sydney,Hard,32,A,19931004,-33.854816,151.216454
1984-427,Sydney Indoor,Sydney,Hard,32,A,19841008,-33.854816,151.216454
1994-427,Sydney Indoor,Sydney,Hard,32,A,19941003,-33.854816,151.216454
1985-427,Sydney Indoor,Sydney,Hard,32,A,19851014,-33.854816,151.216454
1986-427,Sydney Indoor,Sydney,Hard,32,A,19861013,-33.854816,151.216454
1974-427,Sydney Indoor,Sydney,Hard,32,A,19741020,-33.854816,151.216454
1977-427,Sydney Indoor,Sydney,Hard,32,A,19771017,-33.854816,151.216454
1988-427,Sydney Indoor,Sydney,Hard,32,A,19881010,-33.854816,151.216454
1990-427,Sydney Indoor,Sydney,Hard,48,A,19901001,-33.854816,151.216454
1982-427,Sydney Indoor,Sydney,Hard,32,A,19821011,-33.854816,151.216454
1976-427,Sydney Indoor,Sydney,Hard,64,A,19761018,-33.854816,151.216454
1981-427,Sydney Indoor,Sydney,Hard,32,A,19811012,-33.854816,151.216454
1992-427,Sydney Indoor,Sydney,Hard,48,A,19921005,-33.854816,151.216454
1975-427,Sydney Indoor,Sydney,Hard,64,A,19751019,-33.854816,151.216454
1991-427,Sydney Indoor,Sydney,Hard,48,A,19910930,-33.854816,151.216454
1989-427,Sydney Indoor,Sydney,Hard,32,A,19891009,-33.854816,151.216454
1978-427,Sydney Indoor,Sydney,Hard,32,A,19781022,-33.854816,151.216454
1987-427,Sydney Indoor,Sydney,Hard,32,A,19871012,-33.854816,151.216454
1983-427,Sydney Indoor,Sydney,Hard,32,A,19831010,-33.854816,151.216454
1973-427,Sydney Indoor,Sydney,Hard,32,A,19731111,-33.854816,151.216454
2000-96,Sydney Olympics,Sydney,Hard,64,A,20000918,-33.854816,151.216454
1977-338,Sydney Outdoor,Sydney,Grass,64,A,19771212,-33.854816,151.216454
1974-9212,Sydney Outdoor,Sydney,Grass,48,A,19741216,-33.854816,151.216454
1992-338,Sydney Outdoor,Sydney,Hard,32,A,19920106,-33.854816,151.216454
1979-338,Sydney Outdoor,Sydney,Grass,64,A,19791217,-33.854816,151.216454
1984-338,Sydney Outdoor,Sydney,Grass,64,A,19841210,-33.854816,151.216454
1985-338,Sydney Outdoor,Sydney,Grass,56,A,19851209,-33.854816,151.216454
1980-338,Sydney Outdoor,Sydney,Grass,64,A,19801215,-33.854816,151.216454
1994-338,Sydney Outdoor,Sydney,Hard,32,A,19940110,-33.854816,151.216454
1998-338,Sydney Outdoor,Sydney,Hard,32,A,19980112,-33.854816,151.216454
1983-338,Sydney Outdoor,Sydney,Grass,64,A,19831212,-33.854816,151.216454
1971-338,Sydney Outdoor,Sydney,Hard,32,A,19710118,-33.854816,151.216454
1982-338,Sydney Outdoor,Sydney,Grass,64,A,19821213,-33.854816,151.216454
1978-338,Sydney Outdoor,Sydney,Grass,64,A,19781224,-33.854816,151.216454
1981-338,Sydney Outdoor,Sydney,Grass,64,A,19811214,-33.854816,151.216454
1988-338,Sydney Outdoor,Sydney,Grass,32,A,19880104,-33.854816,151.216454
1995-338,Sydney Outdoor,Sydney,Hard,32,A,19950109,-33.854816,151.216454
1976-338,Sydney Outdoor,Sydney,Grass,64,A,19761226,-33.854816,151.216454
1993-338,Sydney Outdoor,Sydney,Hard,32,A,19930111,-33.854816,151.216454
1997-338,Sydney Outdoor,Sydney,Hard,32,A,19970106,-33.854816,151.216454
1989-338,Sydney Outdoor,Sydney,Hard,32,A,19890109,-33.854816,151.216454
1987-338,Sydney Outdoor,Sydney,Grass,32,A,19870126,-33.854816,151.216454
1975-338,Sydney Outdoor,Sydney,Grass,64,A,19751221,-33.854816,151.216454
1990-338,Sydney Outdoor,Sydney,Hard,32,A,19900108,-33.854816,151.216454
1996-338,Sydney Outdoor,Sydney,Hard,32,A,19960108,-33.854816,151.216454
1991-338,Sydney Outdoor,Sydney,Hard,32,A,19910107,-33.854816,151.216454
1968-9295,Sydney WCT,Sydney,Carpet,8,A,19680120,-33.854816,151.216454
1982-333,Taipei,Taipei,Carpet,32,A,19821108,25.03752,121.56368
1992-457,Taipei,Taipei,Carpet,32,A,19921019,25.03752,121.56368
1979-333,Taipei,Taipei,Carpet,32,A,19791112,25.03752,121.56368
1977-333,Taipei,Taipei,Hard,32,A,19771121,25.03752,121.56368
1981-333,Taipei,Taipei,Carpet,32,A,19811109,25.03752,121.56368
1980-333,Taipei,Taipei,Carpet,32,A,19801110,25.03752,121.56368
1978-333,Taipei,Taipei,Carpet,32,A,19781113,25.03752,121.56368
1984-333,Taipei,Taipei,Carpet,32,A,19841029,25.03752,121.56368
1983-333,Taipei,Taipei,Carpet,32,A,19831107,25.03752,121.56368
1982-346,Tampa,Tampa,Hard,32,A,19820426,27.94776,-82.458444
1981-346,Tampa,Tampa,Hard,32,A,19810309,27.94776,-82.458444
1992-717,Tampa,Tampa,Clay,32,A,19920413,27.94776,-82.458444
1983-346,Tampa,Tampa,Carpet,32,A,19830425,27.94776,-82.458444
1968-9333,Tampa,Tampa,Clay,16,A,19680408,27.94776,-82.458444
1993-717,Tampa,Tampa,Clay,32,A,19930503,27.94776,-82.458444
1991-717,Tampa,Tampa,Clay,32,A,19910429,27.94776,-82.458444
1972-2051,Tanglewood,Tanglewood,,32,A,19720730,34.814813,-92.259872
1971-2051,Tanglewood,Tanglewood,Hard,64,A,19710724,34.814813,-92.259872
1973-2051,Tanglewood,Tanglewood,,32,A,19730812,34.814813,-92.259872
2002-73,Tashkent,Tashkent,Hard,32,A,20020909,41.3123363,69.2787079
1999-73,Tashkent,Tashkent,Hard,32,A,19990913,41.3123363,69.2787079
2000-73,Tashkent,Tashkent,Hard,32,A,20000911,41.3123363,69.2787079
1998-73,Tashkent,Tashkent,Hard,32,A,19980914,41.3123363,69.2787079
1997-73,Tashkent,Tashkent,Hard,32,A,19970908,41.3123363,69.2787079
2001-73,Tashkent,Tashkent,Hard,32,A,20010910,41.3123363,69.2787079
1976-2011,Tehran,Tehran,Clay,64,A,19761004,35.696,51.401
1973-2011,Tehran,Tehran,Clay,64,A,19731028,35.696,51.401
1977-2011,Tehran,Tehran,Clay,64,A,19771003,35.696,51.401
1975-2011,Tehran,Tehran,Clay,64,A,19751026,35.696,51.401
1974-2011,Tehran,Tehran,Clay,64,A,19741027,35.696,51.401
1971-2011,Tehran WCT,Tehran,Clay,32,A,19710515,35.696,51.401
1994-330,Tel Aviv,Tel Aviv,Hard,32,A,19941010,32.0853,34.781806
1987-330,Tel Aviv,Tel Aviv,Hard,32,A,19871012,32.0853,34.781806
1984-330,Tel Aviv,Tel Aviv,Hard,32,A,19840910,32.0853,34.781806
1980-330,Tel Aviv,Tel Aviv,Hard,32,A,19801006,32.0853,34.781806
2022-4138,Tel Aviv,Tel Aviv,Hard,32,A,20220926,32.0853,34.781806
1986-330,Tel Aviv,Tel Aviv,Hard,32,A,19861006,32.0853,34.781806
1991-330,Tel Aviv,Tel Aviv,Hard,32,A,19911007,32.0853,34.781806
1985-330,Tel Aviv,Tel Aviv,Hard,32,A,19851014,32.0853,34.781806
1993-330,Tel Aviv,Tel Aviv,Hard,32,A,19931011,32.0853,34.781806
1983-330,Tel Aviv,Tel Aviv,Hard,32,A,19831010,32.0853,34.781806
1995-330,Tel Aviv,Tel Aviv,Hard,32,A,19951009,32.0853,34.781806
1989-330,Tel Aviv,Tel Aviv,Hard,32,A,19891016,32.0853,34.781806
1988-330,Tel Aviv,Tel Aviv,Hard,32,A,19881010,32.0853,34.781806
1992-330,Tel Aviv,Tel Aviv,Hard,32,A,19921012,32.0853,34.781806
1979-330,Tel Aviv,Tel Aviv,Hard,32,A,19791008,32.0853,34.781806
1981-330,Tel Aviv,Tel Aviv,Hard,32,A,19811005,32.0853,34.781806
1996-330,Tel Aviv,Tel Aviv,Hard,32,A,19961014,32.0853,34.781806
1990-330,Tel Aviv,Tel Aviv,Hard,32,A,19901008,32.0853,34.781806
1974-1537,Tempe,Tempe,Hard,32,A,19740327,33.425506,-111.940009
2005-329,Tokyo,Tokyo,Hard,48,A,20051003,35.76478424,139.1485991
2008-329,Tokyo,Tokyo,Hard,48,A,20080929,35.76478424,139.1485991
2017-0329,Tokyo,Tokyo,Hard,32,A,20171002,35.76478424,139.1485991
2009-329,Tokyo,Tokyo,Hard,32,A,20091005,35.76478424,139.1485991
2013-329,Tokyo,Tokyo,Hard,32,A,20130930,35.76478424,139.1485991
2022-0329,Tokyo,Tokyo,Hard,32,A,20221003,35.76478424,139.1485991
1974-428,Tokyo,Tokyo,,64,A,19741013,35.76478424,139.1485991
2019-0329,Tokyo,Tokyo,Hard,32,A,20190930,35.76478424,139.1485991
2010-329,Tokyo,Tokyo,Hard,32,A,20101004,35.76478424,139.1485991
2014-329,Tokyo,Tokyo,Hard,32,A,20140929,35.76478424,139.1485991
2015-329,Tokyo,Tokyo,Hard,32,A,20151005,35.76478424,139.1485991
2001-329,Tokyo,Tokyo,Hard,56,A,20011001,35.76478424,139.1485991
2018-0329,Tokyo,Tokyo,Hard,32,A,20181001,35.76478424,139.1485991
1973-329,Tokyo,Tokyo,Clay,64,A,19731008,35.76478424,139.1485991
2004-329,Tokyo,Tokyo,Hard,48,A,20041004,35.76478424,139.1485991
2000-329,Tokyo,Tokyo,Hard,56,A,20001009,35.76478424,139.1485991
1972-9037,Tokyo,Tokyo,Hard,8,A,19721005,35.76478424,139.1485991
1999-329,Tokyo,Tokyo,Hard,56,A,19990412,35.76478424,139.1485991
2002-329,Tokyo,Tokyo,Hard,56,A,20020930,35.76478424,139.1485991
2012-329,Tokyo,Tokyo,Hard,32,A,20121001,35.76478424,139.1485991
2006-329,Tokyo,Tokyo,Hard,48,A,20061002,35.76478424,139.1485991
1975-329,Tokyo,Tokyo,Clay,64,A,19751102,35.76478424,139.1485991
2003-329,Tokyo,Tokyo,Hard,48,A,20030929,35.76478424,139.1485991
2007-329,Tokyo,Tokyo,Hard,48,A,20071001,35.76478424,139.1485991
1998-329,Tokyo,Tokyo,Hard,56,A,19980413,35.76478424,139.1485991
1997-329,Tokyo,Tokyo,Hard,56,A,19970414,35.76478424,139.1485991
2011-329,Tokyo,Tokyo,Hard,32,A,20111003,35.76478424,139.1485991
2016-0329,Tokyo,Tokyo,Hard,32,A,20161003,35.76478424,139.1485991
1996-329,Tokyo,Tokyo,Hard,56,A,19960415,35.76478424,139.1485991
1990-428,Tokyo Indoor,Tokyo,Carpet,48,A,19901008,35.76478424,139.1485991
1993-428,Tokyo Indoor,Tokyo,Carpet,48,A,19931011,35.76478424,139.1485991
1986-428,Tokyo Indoor,Tokyo,Carpet,32,A,19861020,35.76478424,139.1485991
1992-428,Tokyo Indoor,Tokyo,Carpet,48,A,19921012,35.76478424,139.1485991
1988-428,Tokyo Indoor,Tokyo,Carpet,32,A,19881018,35.76478424,139.1485991
1991-428,Tokyo Indoor,Tokyo,Carpet,48,A,19911007,35.76478424,139.1485991
1978-428,Tokyo Indoor,Tokyo,Carpet,32,A,19781031,35.76478424,139.1485991
1980-428,Tokyo Indoor,Tokyo,Carpet,32,A,19801027,35.76478424,139.1485991
1995-428,Tokyo Indoor,Tokyo,Carpet,48,A,19951009,35.76478424,139.1485991
1989-428,Tokyo Indoor,Tokyo,Carpet,32,A,19891017,35.76478424,139.1485991
1983-428,Tokyo Indoor,Tokyo,Carpet,32,A,19831024,35.76478424,139.1485991
